user_id,name,persona_type,age,gender,acquisition_channel,signup_date
313b8dff,조다빈,discount_hunter,25,M,SNS,2024-06-19
1e39029b,전민훈,discount_hunter,22,M,direct,2024-04-09
2877568a,오도호,discount_hunter,35,F,SNS,2025-09-22
a4e7e3e0,임수서,discount_hunter,39,F,search_ad,2025-06-16
e3c262d5,장은서,discount_hunter,46,F,search_ad,2025-12-27
315ae40f,황성준,discount_hunter,24,F,SNS,2024-08-27
e84d9b08,박서빈,discount_hunter,21,M,search_ad,2026-02-05
7eef8004,송준훈,discount_hunter,30,F,email,2026-05-29
d9d56e85,정태빈,discount_hunter,44,F,direct,2024-11-25
5dd41998,강우서,discount_hunter,29,F,direct,2024-08-04
2b05fbf4,이유혁,discount_hunter,35,M,SNS,2025-08-04
34ca0f5e,서진안,discount_hunter,25,F,referral,2025-05-06
c9b95087,전성경,discount_hunter,24,F,SNS,2024-07-16
fb88d945,안준율,discount_hunter,51,F,email,2024-12-22
8510510d,김우서,discount_hunter,39,F,direct,2026-03-30
39987d9c,강은영,discount_hunter,22,M,search_ad,2024-07-23
00972268,전시린,discount_hunter,33,F,SNS,2026-01-30
7404232a,이수서,discount_hunter,28,F,SNS,2024-05-23
99d91de7,박예안,discount_hunter,34,M,search_ad,2026-06-03
d8949587,정수현,discount_hunter,49,F,search_ad,2024-08-25
1e5ad789,서도준,discount_hunter,26,F,SNS,2024-09-23
c06e1ef5,최시혁,discount_hunter,49,M,email,2024-08-02
4c29a6cc,송서린,discount_hunter,39,F,direct,2025-09-02
7463cc97,서은경,discount_hunter,37,M,referral,2025-11-17
3d0387f4,박현영,discount_hunter,33,F,referral,2024-10-22
3c087770,전우준,discount_hunter,40,F,direct,2025-06-21
e58b6149,장준훈,discount_hunter,29,F,direct,2026-04-15
632bd874,신성훈,discount_hunter,23,M,direct,2025-03-24
035a1be5,정하호,discount_hunter,46,F,direct,2025-02-20
345fa54b,송채우,discount_hunter,35,F,SNS,2025-07-19
e5e3bff7,박준호,discount_hunter,31,F,direct,2025-08-05
314f6850,임채우,discount_hunter,38,M,email,2024-12-03
dd23f185,임예우,discount_hunter,58,M,referral,2025-06-08
869458d4,오유연,discount_hunter,20,F,email,2024-01-16
fe784015,김지윤,discount_hunter,38,F,direct,2024-02-15
ae254fb7,윤채민,discount_hunter,24,M,direct,2024-06-07
f3d66d2e,한하빈,discount_hunter,24,F,email,2024-07-31
8ff9fcf1,전진호,discount_hunter,36,F,referral,2026-05-28
5c920a41,박소호,discount_hunter,34,M,search_ad,2024-05-10
791c0b51,김준호,discount_hunter,28,F,SNS,2025-02-11
5dde1936,조수원,discount_hunter,35,M,SNS,2024-06-12
2b262b20,장예호,discount_hunter,23,F,SNS,2025-06-20
0f586fc2,홍서훈,discount_hunter,27,F,email,2025-09-13
e5e006ae,장진현,discount_hunter,39,F,email,2026-04-06
3b1444e6,황성우,discount_hunter,36,F,direct,2024-05-20
539eb321,안태아,discount_hunter,31,M,search_ad,2024-01-29
b934871f,송준호,discount_hunter,52,F,SNS,2025-02-01
ad10403d,신은은,discount_hunter,33,F,referral,2026-03-29
f54cb650,윤성린,discount_hunter,44,M,referral,2024-05-21
ac4b91d1,황도빈,discount_hunter,18,F,direct,2025-07-31
2f83ef71,이예원,discount_hunter,22,F,direct,2024-05-29
f53f752a,송성원,discount_hunter,25,M,direct,2024-09-27
34ec28d2,강현은,discount_hunter,38,F,direct,2024-04-20
1fdef9ed,권도현,discount_hunter,24,M,search_ad,2024-09-30
74eec1a1,한유아,discount_hunter,22,M,SNS,2024-11-12
6114f312,오수빈,discount_hunter,27,F,email,2025-04-02
1dfa3c82,조시율,discount_hunter,51,M,SNS,2025-05-05
1dcc72e4,안지준,discount_hunter,18,F,SNS,2024-09-03
dbcf46de,정도빈,discount_hunter,47,F,referral,2026-03-21
43313dcc,권성원,discount_hunter,57,F,direct,2024-02-21
09619153,신우훈,discount_hunter,39,F,SNS,2024-05-05
cb18a67d,오다원,discount_hunter,24,F,SNS,2024-06-27
4d8cd2ad,황진진,discount_hunter,30,F,SNS,2026-02-04
971eb2d3,오예린,discount_hunter,48,F,referral,2025-03-07
4ba3827a,박다호,discount_hunter,24,F,direct,2024-03-10
2d0ab009,송준린,discount_hunter,44,M,SNS,2026-06-06
6df454da,황예아,discount_hunter,29,F,SNS,2024-09-21
f3d7bcde,장도안,discount_hunter,69,F,search_ad,2024-07-02
95c43d71,오태우,discount_hunter,47,F,direct,2025-01-15
9e698b8a,송진현,discount_hunter,41,F,SNS,2026-02-07
74cc8d8f,권유우,discount_hunter,46,M,SNS,2026-02-01
fcf208c0,서현아,discount_hunter,75,F,SNS,2025-09-26
c3d50fe2,오민민,discount_hunter,33,F,email,2025-08-28
5e76260c,전하율,discount_hunter,24,F,referral,2024-10-13
9f69a725,윤시혁,discount_hunter,21,M,SNS,2026-05-02
9e304c0d,송하서,discount_hunter,22,F,direct,2024-03-31
974ebc3b,김소은,discount_hunter,33,M,search_ad,2025-01-10
37e8f708,송진민,discount_hunter,34,F,search_ad,2025-11-21
74cdac4c,안도안,discount_hunter,31,M,SNS,2024-04-27
2a50ba1e,서시연,discount_hunter,48,F,search_ad,2024-12-21
f9f5157e,조우혁,discount_hunter,36,M,referral,2025-10-28
eb4ed573,최우윤,discount_hunter,31,F,SNS,2025-03-17
d0de63f9,서진빈,discount_hunter,29,F,search_ad,2025-09-13
ebb5b240,김예혁,discount_hunter,31,F,email,2025-11-11
bba00e32,오민영,discount_hunter,56,F,SNS,2024-12-27
1cd88ee6,안하준,discount_hunter,23,M,search_ad,2025-10-20
db48a914,송다준,discount_hunter,58,F,referral,2025-04-21
9244351c,강시훈,discount_hunter,31,F,direct,2024-02-10
7ba58f29,한은린,discount_hunter,58,M,referral,2026-04-24
d500b5a1,서성원,discount_hunter,33,F,direct,2025-02-03
68cb1959,정현연,discount_hunter,38,M,SNS,2025-11-26
b9e767dd,송우훈,discount_hunter,44,F,search_ad,2025-02-12
79793eaf,윤유원,discount_hunter,29,F,referral,2025-07-25
94ebaf7b,한진현,discount_hunter,21,F,direct,2024-11-17
370dd619,서지우,discount_hunter,29,F,email,2026-01-25
688a56a0,홍서율,discount_hunter,53,F,SNS,2024-10-13
dd300666,서태영,discount_hunter,20,F,search_ad,2025-01-31
7a891eac,한지혁,discount_hunter,22,F,search_ad,2024-10-15
6b20d689,황성민,discount_hunter,42,F,direct,2024-08-05
c9431fe9,윤지원,discount_hunter,67,F,referral,2025-06-14
b7844855,한은영,discount_hunter,23,F,search_ad,2024-02-13
8deced9b,홍도안,discount_hunter,37,M,SNS,2026-02-13
3deee9da,정현연,discount_hunter,19,F,direct,2025-10-05
cfce36fa,송예민,discount_hunter,16,F,direct,2026-03-20
e4355773,전우우,discount_hunter,36,M,SNS,2025-08-09
b2bd226a,권서윤,discount_hunter,30,M,direct,2025-06-09
f9a16479,윤소빈,discount_hunter,56,F,email,2025-09-12
45995026,강예빈,discount_hunter,31,F,email,2025-02-11
f7a0fe5a,김은은,discount_hunter,32,F,direct,2024-07-07
ba84ba7a,서서훈,discount_hunter,24,F,email,2024-08-05
697be332,윤다호,discount_hunter,29,F,search_ad,2025-08-13
5256a667,정예서,discount_hunter,28,M,search_ad,2025-02-15
bb3cfb48,신도경,discount_hunter,32,M,email,2024-01-26
8d90ba32,한도연,discount_hunter,42,F,referral,2024-06-09
6f43e2f9,정예준,discount_hunter,44,M,SNS,2024-10-04
e5f2a051,윤채호,discount_hunter,39,F,SNS,2024-04-14
3915d426,강소혁,discount_hunter,35,F,direct,2026-02-04
c5c05c14,장다호,discount_hunter,40,F,referral,2025-05-14
d363097e,권유린,discount_hunter,35,M,direct,2024-10-08
fdc2eb9e,홍성빈,discount_hunter,29,M,search_ad,2024-12-07
693c0e80,안성율,discount_hunter,16,M,email,2024-09-20
a0e955e7,조현안,discount_hunter,30,F,direct,2024-11-30
5051259a,정태안,discount_hunter,58,F,SNS,2024-10-25
e33f759d,정소린,discount_hunter,58,M,direct,2025-06-30
d9b0977a,강하윤,discount_hunter,25,M,SNS,2026-02-21
fe561fdf,홍시율,discount_hunter,48,F,direct,2024-12-25
47983f86,강민린,discount_hunter,22,M,SNS,2024-02-25
ca2843cb,조서영,brand_loyalist,22,F,referral,2024-10-01
600e6562,전진안,brand_loyalist,33,F,direct,2025-12-26
6c0d7d4a,홍성민,brand_loyalist,54,F,SNS,2024-04-26
7f3b6910,한지우,brand_loyalist,44,M,SNS,2025-11-28
64c53f1b,전성현,brand_loyalist,39,M,email,2026-02-11
f285b47d,신성윤,brand_loyalist,51,F,SNS,2025-02-28
110b9edd,안예민,brand_loyalist,26,M,search_ad,2024-01-20
5cab7e37,신채아,brand_loyalist,44,F,SNS,2025-10-03
c645cfa8,황우혁,brand_loyalist,29,F,direct,2024-04-02
fdb8b155,조채린,brand_loyalist,15,F,direct,2025-06-16
b36fd6e6,임준윤,brand_loyalist,23,M,SNS,2024-06-06
455c833d,홍서현,brand_loyalist,29,F,SNS,2024-01-29
5c76f2e5,정진서,brand_loyalist,30,F,search_ad,2026-06-22
e6c7e1b9,임수아,brand_loyalist,19,M,direct,2024-11-03
f61f9088,박도원,brand_loyalist,45,M,referral,2024-05-19
8a6dbb93,최현아,brand_loyalist,29,F,search_ad,2025-07-15
c22d785e,임예빈,brand_loyalist,27,F,SNS,2025-10-04
0ee97646,안도민,brand_loyalist,18,F,direct,2026-01-24
3bb51fac,안도민,brand_loyalist,21,F,search_ad,2024-07-13
172e18d6,박재안,brand_loyalist,19,F,referral,2025-12-27
c8adab0d,조재민,brand_loyalist,17,M,SNS,2024-02-26
b9dd43aa,김채훈,brand_loyalist,21,F,direct,2025-09-02
2e1e57f9,전유현,brand_loyalist,24,F,SNS,2025-01-07
399b8646,최소우,brand_loyalist,50,F,SNS,2025-08-20
26c46f80,홍은진,brand_loyalist,37,F,direct,2024-01-10
7bfde9b0,전도윤,brand_loyalist,47,M,referral,2026-01-21
fdca564a,황유호,brand_loyalist,27,F,SNS,2026-04-30
b957ceb8,권진연,brand_loyalist,35,M,SNS,2025-06-27
8e08cee7,홍수서,brand_loyalist,25,F,direct,2024-08-28
5100ac82,권소경,brand_loyalist,48,M,direct,2024-06-10
22bf5531,한예경,brand_loyalist,31,F,direct,2024-06-18
cefbc20c,전진준,brand_loyalist,31,F,search_ad,2024-01-21
26cfa5c2,서지영,brand_loyalist,34,F,SNS,2024-06-11
828223d7,정수연,brand_loyalist,23,M,referral,2024-08-12
0a382542,권예민,brand_loyalist,29,F,search_ad,2024-09-24
b44804e1,박수연,brand_loyalist,55,M,search_ad,2026-03-19
316075be,이서훈,brand_loyalist,28,M,referral,2025-08-23
9d128441,서소율,brand_loyalist,35,F,direct,2026-03-02
9982f7be,오다서,brand_loyalist,26,F,SNS,2025-07-07
5dd5215c,신도윤,brand_loyalist,47,F,SNS,2024-03-08
a7623b1c,홍시안,brand_loyalist,46,M,direct,2026-04-27
bc3263c5,윤우원,brand_loyalist,18,F,direct,2025-06-24
6e83a35a,오하경,brand_loyalist,18,F,direct,2024-12-21
c333d54c,박유혁,brand_loyalist,29,F,search_ad,2025-03-20
ae04526c,임채우,brand_loyalist,39,F,email,2024-02-16
9cd77818,임현현,brand_loyalist,25,F,SNS,2024-09-07
83bafd0a,황수현,brand_loyalist,30,M,search_ad,2026-03-19
6699b3e7,박준원,brand_loyalist,28,F,SNS,2025-12-04
cc1a58f3,전도안,brand_loyalist,22,F,direct,2025-04-12
41ac3158,박도영,brand_loyalist,55,M,email,2025-06-29
315cf718,윤태현,brand_loyalist,36,M,SNS,2024-08-11
1be42b2d,임진훈,brand_loyalist,37,F,SNS,2025-09-04
12e2c04d,김현안,brand_loyalist,26,F,direct,2024-11-27
142e4fa9,홍준아,brand_loyalist,36,M,SNS,2026-01-25
7a7dab9d,전예빈,brand_loyalist,23,M,direct,2026-03-07
85ce707e,최우준,brand_loyalist,26,F,search_ad,2024-02-12
0c73e4f5,박민영,brand_loyalist,19,F,search_ad,2025-03-16
dfc3ecbc,정소경,brand_loyalist,29,M,referral,2024-01-06
deb44f2e,박태원,brand_loyalist,27,M,referral,2025-09-09
da2fb79a,서소아,brand_loyalist,20,F,email,2026-03-07
5565940a,홍소현,brand_loyalist,23,F,search_ad,2025-04-04
3dd80c64,최민윤,brand_loyalist,54,M,SNS,2024-04-12
cdd563e5,이소원,brand_loyalist,30,F,SNS,2024-10-01
2aa1fadd,서지훈,brand_loyalist,36,M,SNS,2024-01-07
19b934de,송은아,brand_loyalist,39,M,search_ad,2024-01-26
bdd5b2e4,박태진,brand_loyalist,55,F,search_ad,2026-01-24
182d6841,서하은,brand_loyalist,34,M,direct,2025-11-21
ebe7c484,윤진율,brand_loyalist,49,F,SNS,2025-11-25
4a0c5ea6,김민아,brand_loyalist,74,F,SNS,2025-02-19
88d1ac8e,정수호,brand_loyalist,38,M,email,2024-03-02
a7333a12,이유서,brand_loyalist,19,F,SNS,2025-08-09
d407ffb0,박하준,brand_loyalist,29,F,direct,2026-01-25
322b2b21,서재준,brand_loyalist,25,F,email,2026-02-26
ca96cf54,박하원,brand_loyalist,35,M,SNS,2026-02-24
d4d3a706,전민서,brand_loyalist,23,F,SNS,2024-01-18
d1f1ac24,강지경,brand_loyalist,20,M,referral,2026-01-05
9b8884e9,안태린,brand_loyalist,24,M,SNS,2024-08-31
22f0f1b4,오다연,brand_loyalist,24,F,direct,2024-08-07
98fbc046,안유안,brand_loyalist,38,M,referral,2024-07-07
43477714,황시현,brand_loyalist,75,M,search_ad,2025-08-01
39f105cf,한채안,brand_loyalist,24,F,SNS,2024-03-11
18f10e2b,권수경,brand_loyalist,23,F,direct,2025-12-02
143c4f17,한유준,brand_loyalist,21,M,SNS,2024-02-07
df9fa59c,정예영,brand_loyalist,36,F,direct,2026-01-19
ca51b21d,장예아,brand_loyalist,25,F,SNS,2025-08-14
f276f5b5,윤현영,brand_loyalist,25,F,SNS,2024-09-11
67e994e4,윤지린,brand_loyalist,38,M,referral,2026-06-06
ac7193ba,윤재린,brand_loyalist,43,F,search_ad,2024-09-14
bdcc4ac3,신민우,brand_loyalist,50,M,email,2026-06-01
b8e240c4,권진호,brand_loyalist,41,F,SNS,2024-11-23
1b6dc373,오현호,brand_loyalist,52,M,search_ad,2026-06-27
ec59af4c,김태안,brand_loyalist,39,F,referral,2024-01-11
d8709ee4,김지율,brand_loyalist,57,F,email,2026-04-14
6c057646,조지영,brand_loyalist,39,M,referral,2025-03-30
139e04ae,이하율,brand_loyalist,55,F,direct,2025-11-05
fd715688,정재호,brand_loyalist,33,M,direct,2024-06-07
8ed2b32f,한은원,brand_loyalist,43,M,direct,2024-05-16
8f876544,황성훈,brand_loyalist,31,F,email,2024-09-24
8f6a4b48,조태윤,brand_loyalist,51,M,SNS,2024-12-20
b17d57c4,황도민,brand_loyalist,22,F,direct,2026-01-28
b4015a41,황은린,brand_loyalist,42,F,direct,2025-03-06
614b9612,신수아,brand_loyalist,35,M,search_ad,2025-05-08
e92bfadd,권태진,brand_loyalist,48,F,search_ad,2026-05-05
559979d0,정은진,brand_loyalist,61,F,direct,2026-02-28
4a4ad6ae,정시호,brand_loyalist,22,M,SNS,2025-07-20
b8ad1fda,한은서,brand_loyalist,30,F,direct,2024-12-18
ac8aa398,서진서,brand_loyalist,20,F,email,2025-07-18
7fe0740c,황현경,brand_loyalist,24,M,search_ad,2026-05-20
7e0113c8,이도훈,brand_loyalist,27,F,SNS,2026-04-24
30b8d8ec,전우호,brand_loyalist,16,F,referral,2024-12-31
70c10356,박우율,brand_loyalist,37,F,SNS,2026-02-20
9900f5b7,오소은,brand_loyalist,26,F,SNS,2026-06-20
c053aca3,조태린,brand_loyalist,51,M,referral,2025-02-19
9c977f0c,홍지서,brand_loyalist,39,M,SNS,2026-04-19
a94279de,서지연,brand_loyalist,29,M,direct,2024-07-12
bb79ee95,강소진,brand_loyalist,53,F,direct,2024-01-04
c894efe5,권유연,brand_loyalist,28,M,referral,2025-02-25
35b8f709,신시혁,brand_loyalist,34,F,email,2024-03-20
446af973,홍은경,brand_loyalist,21,F,direct,2025-12-02
54cccfb8,김준현,brand_loyalist,29,M,search_ad,2024-01-21
48995d9c,이준은,brand_loyalist,22,M,direct,2024-09-15
e3fd40c8,강하영,brand_loyalist,23,F,referral,2024-07-07
d5d156ee,장은준,brand_loyalist,44,M,direct,2025-02-11
5a0a5b61,강하민,brand_loyalist,35,F,SNS,2025-03-18
1797dc21,송성준,brand_loyalist,38,M,direct,2025-06-22
8f735b4c,정태영,brand_loyalist,25,F,direct,2025-12-14
545d7a00,윤도서,brand_loyalist,15,M,search_ad,2026-02-14
81fb202d,김진린,brand_loyalist,41,M,SNS,2026-04-19
170eed46,장민윤,brand_loyalist,15,F,SNS,2024-02-25
249b1985,오서윤,brand_loyalist,52,F,SNS,2024-04-24
68793b55,안채호,brand_loyalist,22,M,direct,2025-03-22
f7768075,강성연,brand_loyalist,24,F,email,2026-05-16
875d2a5e,오수현,brand_loyalist,57,M,direct,2025-05-26
17afc032,최재준,brand_loyalist,36,F,direct,2024-12-08
35002cff,이지아,brand_loyalist,48,M,direct,2024-08-11
e0aade02,신현린,brand_loyalist,38,M,SNS,2024-01-28
81d6370f,황하율,brand_loyalist,20,M,direct,2024-08-31
b2b45985,박은민,brand_loyalist,65,M,direct,2024-11-16
40b95b3a,장수경,brand_loyalist,47,F,SNS,2024-11-13
3f9df0d6,안준서,brand_loyalist,75,M,referral,2024-08-31
a440db06,김하우,brand_loyalist,22,F,referral,2025-04-19
6b347a42,홍하윤,brand_loyalist,29,M,search_ad,2024-04-21
3d096e2a,황우원,brand_loyalist,27,M,direct,2024-08-14
0c5e2814,서태아,brand_loyalist,51,M,referral,2025-11-29
ec578083,강진린,brand_loyalist,34,F,SNS,2025-11-25
1ea67ce6,전진혁,brand_loyalist,38,F,search_ad,2024-02-09
91c07637,홍은진,brand_loyalist,36,F,direct,2025-11-04
a7f0f831,서하린,brand_loyalist,35,M,direct,2026-03-31
66394406,임수윤,brand_loyalist,23,F,email,2025-01-06
c4e66a4e,전우린,brand_loyalist,18,F,SNS,2025-12-11
593239a0,서재경,churn_risk,29,F,SNS,2024-05-08
a7edce09,강채진,churn_risk,45,F,direct,2024-08-10
7f99a002,송예진,churn_risk,62,F,SNS,2024-08-10
fd15fa04,최수아,churn_risk,29,M,SNS,2026-06-09
5dce4bc1,임우진,churn_risk,21,F,direct,2024-07-06
84c4e3ab,강서빈,churn_risk,38,F,referral,2024-04-01
09c1933d,장성영,churn_risk,47,M,referral,2025-05-27
4a018286,윤도진,churn_risk,22,F,referral,2025-10-31
20213f98,임시원,churn_risk,44,F,search_ad,2025-10-27
d737dae1,황성린,churn_risk,47,F,direct,2025-12-03
f84eb40e,장성현,churn_risk,24,F,search_ad,2026-02-21
ad49c6fb,임지린,churn_risk,29,M,email,2026-01-15
0f9fcded,윤하경,churn_risk,42,F,referral,2025-09-30
5f1a75a2,홍하아,churn_risk,53,F,direct,2026-05-15
b32c9d3d,조도준,churn_risk,46,M,SNS,2024-11-27
5933cc82,한성린,churn_risk,31,F,direct,2024-05-07
685105e8,황은진,churn_risk,55,M,SNS,2025-03-22
de6691f8,장성율,churn_risk,16,M,SNS,2026-06-19
8e2bf33e,윤태율,churn_risk,48,M,SNS,2026-04-03
debbb1fb,임예현,churn_risk,43,F,email,2026-03-19
68b17ce5,황진린,churn_risk,15,F,email,2024-03-12
c260e34b,박은린,churn_risk,48,M,search_ad,2026-01-26
738d7757,강태서,churn_risk,15,F,SNS,2026-03-25
59fe0256,홍다아,churn_risk,32,F,direct,2025-09-09
c12f238c,임예윤,churn_risk,45,F,direct,2026-02-04
56a24082,홍유윤,churn_risk,58,F,email,2026-05-27
9abcfa8b,신채원,churn_risk,19,M,SNS,2024-01-13
6f080f83,황하호,churn_risk,37,M,search_ad,2025-12-17
977730d7,신예영,churn_risk,32,F,SNS,2025-04-03
2d1e3f3e,장유영,churn_risk,24,F,direct,2025-06-30
ac705efa,황도아,churn_risk,30,M,email,2024-05-14
97e7f180,송민우,churn_risk,21,M,direct,2024-10-24
43e2a83b,이서원,churn_risk,59,M,direct,2025-01-03
c1cb6f15,강준현,churn_risk,39,M,direct,2025-08-18
8156a4c9,신도원,churn_risk,28,F,SNS,2026-04-30
4e7d66d0,장채원,churn_risk,54,M,direct,2026-03-13
0ce27ca2,송태우,churn_risk,64,F,SNS,2025-07-16
cf0559a1,이태은,churn_risk,37,M,email,2025-07-17
8e272414,최은윤,churn_risk,42,F,SNS,2024-09-19
0465f453,전서빈,churn_risk,33,F,referral,2025-03-27
da4920c6,한서진,churn_risk,31,F,search_ad,2025-10-14
f3f7b9cc,권진안,churn_risk,21,M,search_ad,2025-09-14
d9a2f189,한수서,churn_risk,74,F,SNS,2024-02-27
21016e1e,서지율,churn_risk,39,M,SNS,2025-11-05
8f0bd16b,서소진,churn_risk,52,F,search_ad,2024-11-18
9770e272,정은준,churn_risk,59,M,referral,2024-10-15
3c2c4900,전채린,churn_risk,24,F,SNS,2024-08-17
ffb8b963,권유서,churn_risk,17,F,email,2024-03-26
6585f56b,박진진,churn_risk,26,F,SNS,2024-03-09
4a3293c5,박민빈,churn_risk,38,F,SNS,2026-05-14
7b5a1cfd,오준경,churn_risk,44,F,SNS,2025-09-26
5e0d3c65,박다진,churn_risk,40,M,SNS,2025-07-01
7fb31d76,강예현,churn_risk,45,F,SNS,2024-02-14
64e920ce,김시혁,churn_risk,15,F,direct,2024-10-13
e525c172,임채영,churn_risk,37,M,direct,2024-02-27
861d2858,최서민,churn_risk,23,F,referral,2025-02-25
90ba7d53,조지진,churn_risk,28,F,referral,2024-03-07
88bdee78,황서안,churn_risk,37,M,search_ad,2025-07-28
5e980325,김하린,churn_risk,25,M,email,2024-05-27
3ef78e0b,황우경,churn_risk,18,M,search_ad,2024-06-12
c2841cb3,신수아,churn_risk,20,F,direct,2026-05-05
1682b839,권다연,churn_risk,55,F,SNS,2026-01-30
3542e613,전재영,churn_risk,23,F,referral,2024-09-07
d879788b,황시영,churn_risk,45,M,SNS,2026-04-10
3393138a,강채혁,churn_risk,23,M,SNS,2025-10-04
ef57e68a,장은현,churn_risk,71,F,SNS,2025-05-31
29c3b8da,최채호,churn_risk,26,F,SNS,2026-05-09
a183ad65,장도빈,churn_risk,48,M,search_ad,2025-01-02
f987a222,최하영,churn_risk,37,M,search_ad,2025-11-10
55bbbbde,오시진,churn_risk,33,F,search_ad,2024-07-30
5a6bd088,한도준,churn_risk,25,M,referral,2026-05-08
c910de82,안시윤,churn_risk,34,M,SNS,2026-03-04
d5063a56,안다호,churn_risk,32,F,SNS,2024-11-02
c450951c,권도연,churn_risk,20,M,search_ad,2026-05-13
7e70d790,신민율,churn_risk,22,F,referral,2025-10-21
e2e9ebed,신소훈,churn_risk,69,M,referral,2026-01-15
19fa5594,안채서,churn_risk,17,M,search_ad,2025-02-13
871ba7af,조현윤,churn_risk,46,M,SNS,2024-04-07
06e457da,박우훈,churn_risk,33,F,SNS,2025-08-24
e2efbd9f,신우준,churn_risk,24,F,referral,2024-06-27
790f3ad6,최태진,churn_risk,20,F,search_ad,2026-03-08
00b1262f,홍유은,churn_risk,58,F,SNS,2024-05-15
bb3dc505,윤하아,churn_risk,48,M,direct,2024-05-24
4a84442b,박민린,churn_risk,41,M,referral,2025-08-03
8287d333,전성빈,churn_risk,36,F,referral,2024-10-01
23ded7ee,강도빈,churn_risk,56,M,SNS,2024-10-07
2b3fd9a0,최예안,churn_risk,38,M,direct,2025-08-21
73b0047e,오수진,churn_risk,31,F,SNS,2025-09-01
50cb6e6e,황서서,churn_risk,24,F,SNS,2024-12-16
3d407b4f,김하훈,churn_risk,47,F,direct,2026-03-14
6886526f,한소혁,churn_risk,27,F,referral,2026-04-17
437f983e,정재윤,churn_risk,37,F,referral,2024-03-20
6039040d,송민안,churn_risk,55,F,referral,2024-11-07
25d84979,송하훈,churn_risk,44,F,SNS,2024-05-25
b385e065,안예혁,churn_risk,19,F,direct,2026-05-19
ab77df4d,권지훈,churn_risk,29,F,search_ad,2025-12-12
5b0e8e76,신시린,churn_risk,55,F,SNS,2025-11-15
0adb76a5,장지서,churn_risk,22,F,SNS,2025-09-21
06e50f48,김민진,churn_risk,65,F,direct,2025-07-11
871687c1,조유영,churn_risk,50,M,search_ad,2024-12-12
567ec905,한태훈,churn_risk,20,F,direct,2024-08-02
eee67527,윤성서,churn_risk,63,F,SNS,2025-12-12
028f8714,오성현,churn_risk,32,M,referral,2025-10-07
538acdba,임시연,churn_risk,49,F,SNS,2026-04-26
795a3757,오예경,churn_risk,46,F,referral,2026-03-11
bbe31c61,정성원,churn_risk,21,F,referral,2025-10-21
929793a1,장태원,churn_risk,25,M,SNS,2024-08-02
22eeabe1,김채혁,churn_risk,52,F,SNS,2024-04-27
a0ce5d4b,서성윤,churn_risk,57,F,referral,2025-07-07
afecd2a1,홍은율,churn_risk,26,F,SNS,2024-02-13
cdaf4825,조태연,churn_risk,25,M,SNS,2026-06-28
405ff8dc,윤유혁,churn_risk,44,F,email,2026-04-02
6cb273dc,김예율,churn_risk,43,M,SNS,2024-08-14
f4f3c555,전시윤,churn_risk,39,M,search_ad,2025-06-16
3f7dc3c8,안준민,churn_risk,33,F,referral,2025-08-23
d6318705,김다우,churn_risk,37,F,referral,2024-04-11
ed32394b,황은빈,churn_risk,47,F,referral,2024-11-10
e8c3cf10,조재윤,churn_risk,26,F,referral,2024-10-27
09cdc464,윤예현,churn_risk,31,M,direct,2026-02-27
4d34f494,장유준,churn_risk,35,M,direct,2024-10-15
dfc52ebd,박채영,churn_risk,33,M,direct,2026-01-14
a7024dfe,정민안,churn_risk,21,M,SNS,2025-10-30
e6c03161,이현율,churn_risk,38,F,direct,2024-10-15
cd12bbbb,신채영,churn_risk,37,F,SNS,2026-06-18
0b60fcb9,전예준,churn_risk,35,M,SNS,2024-02-09
57c5ab70,장은린,churn_risk,28,M,direct,2026-02-19
0c2ff0d0,정현경,churn_risk,40,F,direct,2025-06-24
6689b6a8,홍재진,churn_risk,24,M,direct,2024-06-25
07d6f148,안성우,churn_risk,23,M,direct,2024-05-10
80d00a19,홍재경,churn_risk,37,F,search_ad,2026-01-18
e7fb7ae3,이진호,churn_risk,27,F,email,2025-02-28
4c1c8f68,서예율,churn_risk,45,F,SNS,2025-05-27
1f8c633f,최도진,churn_risk,28,F,direct,2026-04-03
e9a49395,장시아,churn_risk,23,F,referral,2025-12-01
c702c92b,김도율,churn_risk,41,F,search_ad,2025-06-14
6a4678e4,안채린,churn_risk,42,F,referral,2024-09-20
872966f2,조성율,churn_risk,23,M,search_ad,2025-08-06
5110134f,임도아,churn_risk,38,M,SNS,2025-11-14
83be8024,황예윤,churn_risk,59,M,referral,2025-03-20
b1441aab,오진빈,churn_risk,38,M,direct,2024-11-29
870fd219,황준경,churn_risk,37,F,direct,2024-12-14
ca1f5ac5,서예진,churn_risk,33,M,direct,2025-05-21
265b3400,박도윤,churn_risk,28,M,SNS,2025-07-24
1e9a4d68,신다은,churn_risk,37,F,referral,2024-07-25
70aae3c0,박은윤,churn_risk,34,F,SNS,2024-12-05
9e7016cb,오민훈,churn_risk,21,M,SNS,2025-03-23
afcb9ac2,조채서,churn_risk,44,F,email,2025-01-28
38b03c42,서소경,churn_risk,25,M,referral,2026-01-03
7c507ca2,서유호,churn_risk,42,F,search_ad,2024-03-02
aaf4838c,한지아,churn_risk,47,M,referral,2024-06-14
d913bff1,김은서,dormant,38,F,search_ad,2024-01-17
1a8b6bef,신소훈,dormant,26,M,SNS,2024-02-26
b9c2f515,한수영,dormant,52,M,email,2024-05-29
a7e34487,최재경,dormant,27,F,email,2024-11-26
28e5311a,강민영,dormant,28,F,direct,2025-02-23
